Должность,Ссылка,Компания,Зарплата,Опыт,Удаленная работа,GIT,LINUX,DOCKER,AWS,KUBERNETES,PYTHON,JAVA,C_SHARP,GO,NODEJS,SPRING,DJANGO,FLASK,SQL,NOSQL
Senior Python разработчик,https://hh.ru/vacancy/112978665,КРОК,не указана,Более 6 лет,Нет,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1
Разработчик на Node.js и .NET (C#),https://hh.ru/vacancy/118850287,ТЕКАРА,от 200000 RUR,От 3 до 6 лет,Да,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
Tech Lead Frontend Engineer,https://hh.ru/vacancy/111163978,FIX,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Продуктовый аналитик (в офис),https://hh.ru/vacancy/118540581,АВТОДОК (Autodoc),не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Senior Frontend Developer (Angular\TypeScript) in Telecom Management System,https://hh.ru/vacancy/116908169,YADRO,не указана,От 3 до 6 лет,Нет,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Инженер по автоматизации тестирования [backend],https://hh.ru/vacancy/118232835,WILDBERRIES,не указана,От 3 до 6 лет,Нет,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
QA / Инженер по обеспечению качества (Java),https://hh.ru/vacancy/117020289,СберЗдоровье,не указана,От 3 до 6 лет,Да,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Middle/Senior Backend-разработчик ( .NET, C#)",https://hh.ru/vacancy/118844016,Лига Ставок,до 290000 RUR,От 3 до 6 лет,Да,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Backend-разработчик Node.js (LangChain),https://hh.ru/vacancy/118308378,Лаборатория Маркетинга,от 300000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Back-End Tech Lead (Java/Kotlin),https://hh.ru/vacancy/118431366,Flocktory,не указана,Более 6 лет,Нет,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Руководитель группы разработки нейросетей,https://hh.ru/vacancy/118893564,БОЗОН,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Бэкенд-разработчик в Эйчартех,https://hh.ru/vacancy/119132122,Яндекс,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
Full-stack разработчик,https://hh.ru/vacancy/117159780,"ОВЕН, Производственное объединение",не указана,От 3 до 6 лет,Нет,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1
Backend разработчик С #,https://hh.ru/vacancy/118211354,Цифровые технологии и платформы,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle Разработчик C++ (RuBackup),https://hh.ru/vacancy/118248768,Группа компаний Астра,не указана,От 1 года до 3 лет,Да,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0
WEB-Разработчик для встраиваемых систем,https://hh.ru/vacancy/78614225,НАТЕКС,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Data engineer,https://hh.ru/vacancy/117480194,СБЕР,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Программист 1С - Middle+,https://hh.ru/vacancy/117366468,Bellerage,не указана,От 1 года до 3 лет,Нет,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Бэкенд разработчик (SQL),https://hh.ru/vacancy/99050418,Арлайт РУС,не указана,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Backend Developer Magento,https://hh.ru/vacancy/117934500,Тогас/Togas,не указана,От 1 года до 3 лет,Да,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Руководитель команды разработки (мобильной разработки) (Team Lead) (со своей командой или без неё),https://hh.ru/vacancy/116364394,Cargonomica,не указана,От 3 до 6 лет,Нет,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Senior разработчик Java (IDM),https://hh.ru/vacancy/118471187,Кросстех Солюшнс Групп,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Lead QA Auto MTS AI,https://hh.ru/vacancy/118455586,МТС,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"Разработчик Go, Факторинг, Ozon Bank",https://hh.ru/vacancy/118769675,Ozon,не указана,От 3 до 6 лет,Нет,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
Руководитель команды разработки в Учебник,https://hh.ru/vacancy/118294652,Яндекс,не указана,Более 6 лет,Нет,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
"Аналитик RnD (AI, Искусственный интеллект)",https://hh.ru/vacancy/118497593,Ингосстрах,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ИТ-архитектор\IT Architect,https://hh.ru/vacancy/110901940,Открытая мобильная платформа,не указана,Более 6 лет,Да,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
Fullstack QA инженер Python (Middle+/Senior),https://hh.ru/vacancy/118522675,BYTIME,от 240000 RUR,От 3 до 6 лет,Да,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Middle+ C# developer,https://hh.ru/vacancy/117870760,Контур,от 250000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Senior Golang разработчик,https://hh.ru/vacancy/118415540,"МАГНИТ, Розничная сеть",не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ведущий бэк-енд разработчик/Python developer,https://hh.ru/vacancy/117698753,"АТОЛ, группа компаний",не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Senior Full-stack разработчик (C#/JS),https://hh.ru/vacancy/119090213,РИИТ,от 200000 до 230000 RUR,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Руководитель отдела разработки (full-stack / Python 70%),https://hh.ru/vacancy/112546494,ЛогЛаб,не указана,Более 6 лет,Нет,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1
Программист 1С,https://hh.ru/vacancy/112405984,Bellerage,не указана,От 1 года до 3 лет,Нет,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Python разработчик,https://hh.ru/vacancy/117672927,Международная медиагруппа Россия сегодня (МИА Россия сегодня),не указана,От 3 до 6 лет,Нет,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1
IT-разработчик баз данных / Web-разработчик,https://hh.ru/vacancy/116854464,ИСРАТЭК,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Team Lead (AI, NLP, LLM)",https://hh.ru/vacancy/119175110,STARTRIBE LTD,не указана,Более 6 лет,Да,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
ИТ - рекрутер,https://hh.ru/vacancy/117047585,Платформикс,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Тестировщик ПО (автотесты),https://hh.ru/vacancy/118492209,АйТи Фаундейшн,от 120000 RUR,От 1 года до 3 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Маркетолог Backend-разработчик в ИТ компанию,https://hh.ru/vacancy/118183760,Единая Сетевая Компания,от 150000 RUR,От 3 до 6 лет,Да,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Системный Аналитик (ФинТех),https://hh.ru/vacancy/118420889,EcoFinance,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Бизнес-аналитик,https://hh.ru/vacancy/97996928,Media Instinct Group,не указана,От 1 года до 3 лет,Нет,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Senior Full-Stack Разработчик (Vue.js / Node.js),https://hh.ru/vacancy/118941176,Bromin7,не указана,Более 6 лет,Да,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1
PHP разработчик (1C-Bitrix),https://hh.ru/vacancy/118663936,Амига,не указана,От 1 года до 3 лет,Да,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Senior Go developer,https://hh.ru/vacancy/118136855,Digital Spirit,не указана,От 3 до 6 лет,Да,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
PHP-разработчик в Digital,https://hh.ru/vacancy/118822490,2ГИС,не указана,От 3 до 6 лет,Да,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
Android Developer,https://hh.ru/vacancy/117487422,СберЗдоровье,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Frontend разработчик Angular,https://hh.ru/vacancy/117741460,WINLINE,не указана,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend/Fullstack разработчик,https://hh.ru/vacancy/117906242,Force Group,не указана,От 3 до 6 лет,Да,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Бизнес/Системный аналитик,https://hh.ru/vacancy/117354498,Лоция,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Python разработчик (Центр распределенных баз данных),https://hh.ru/vacancy/113030859,СБЕР,не указана,От 3 до 6 лет,Нет,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1
Старший инженер-программист Java / Backend,https://hh.ru/vacancy/117942297,Курский электроаппаратный завод,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Data Engineer,https://hh.ru/vacancy/118422786,Цифровые технологии и платформы,не указана,От 3 до 6 лет,Да,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
PHP & WHMCS Developer,https://hh.ru/vacancy/119040777,RapidSeedbox ltd,от 2000 до 2500 USD,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Middle QA automation (Backend + API),https://hh.ru/vacancy/118335134,BORK,не указана,От 3 до 6 лет,Да,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Middle Front-end-программист (Vue.js),https://hh.ru/vacancy/118702972,TDM ELECTRIC,от 155000 RUR,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PHP-разработчик (Go) Senior,https://hh.ru/vacancy/118128630,Триада,до 270000 RUR,От 3 до 6 лет,Да,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1
"Fullstack-разработчик в Drinkit (.Net, React)",https://hh.ru/vacancy/118579797,"DODO BRANDS (Dodo Pizza, Drinkit)",не указана,От 3 до 6 лет,Да,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Middle ML Engineer,https://hh.ru/vacancy/118189921,Voximplant,не указана,От 1 года до 3 лет,Да,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1
Senior Java разработчик (Кредиты ФЛ),https://hh.ru/vacancy/119084849,Т1,не указана,Более 6 лет,Да,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0
Системный аналитик (System analyst),https://hh.ru/vacancy/107650317,Консалт Плюс,до 350000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle+/Senior Back-end Разработчик,https://hh.ru/vacancy/118221015,AB Restaurants,не указана,От 3 до 6 лет,Нет,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
After-sales Engineer (Cloud Technologies),https://hh.ru/vacancy/118306814,Кожаров Юрий Эдгарович,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Системный аналитик (СберИнвестиции),https://hh.ru/vacancy/118539899,СБЕР,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Разработчик бэкенда на Python и Go в Вертикали,https://hh.ru/vacancy/116620296,Яндекс,не указана,От 3 до 6 лет,Нет,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1
Web-разработчик (Backend),https://hh.ru/vacancy/118249451,«ОТИСИФАРМ»,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Специалист внутренней технической поддержки / Аналитик,https://hh.ru/vacancy/108841539,Тагес Джамп,от 90000 до 175800 RUR,От 1 года до 3 лет,Нет,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Fullstack Bitrix Developer,https://hh.ru/vacancy/118601139,Ошка,от 1000 до 1600 RUR,От 1 года до 3 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Инженер по автоматизированному тестированию (Python),https://hh.ru/vacancy/117285477,MerlionTech,не указана,От 1 года до 3 лет,Да,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Системный аналитик middle-senior,https://hh.ru/vacancy/118985184,ИЦ АЙ-ТЕКО,не указана,От 3 до 6 лет,Да,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"Go Developer, Маркетплейс",https://hh.ru/vacancy/114183640,Ozon,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Сетевой инженер,https://hh.ru/vacancy/117012730,СберЗдоровье,не указана,От 3 до 6 лет,Да,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Senior PHP Developer (Symfony),https://hh.ru/vacancy/117886587,Okkam,не указана,От 3 до 6 лет,Нет,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DevOps-инженер,https://hh.ru/vacancy/118735192,Planeta.ru: крауд-экосистема,не указана,От 3 до 6 лет,Да,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0
Инженер технической поддержки,https://hh.ru/vacancy/117753824,ЛУКОЙЛ,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Tech Lead Node.js,https://hh.ru/vacancy/117133708,Р-Вижн,не указана,Более 6 лет,Да,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Тимлид разработки логистической системы,https://hh.ru/vacancy/117964839,Navio (ООО Автотех),не указана,Более 6 лет,Нет,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
Системный аналитик (Platform V SberWorks),https://hh.ru/vacancy/118974800,SberTech,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Lead Golang (Руководитель группы разработки),https://hh.ru/vacancy/119124842,IT_One,не указана,Более 6 лет,Нет,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Ведущий разработчик (fullstack),https://hh.ru/vacancy/118212116,Айсорс,до 350000 RUR,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Системный аналитик,https://hh.ru/vacancy/118200071,Bell Integrator,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Backend/Blockchain Developer,https://hh.ru/vacancy/116091008,Российские железные дороги,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Middle backend-разработчик (Laravel, Bitrix) в Only",https://hh.ru/vacancy/115845601,Онли,от 180000 RUR,От 1 года до 3 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Senior QA инженер,https://hh.ru/vacancy/118803644,Страховая компания Сбербанк страхование,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Team Lead (Антифрод),https://hh.ru/vacancy/115245130,Холдем,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Старший разработчик Go, Группа транзакционного контроля, Ozon Банк",https://hh.ru/vacancy/118302195,Ozon,не указана,От 3 до 6 лет,Нет,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1
Tech lead (java),https://hh.ru/vacancy/117567514,СБЕР,не указана,Более 6 лет,Нет,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
PHP-разработчик,https://hh.ru/vacancy/117514194,amoCRM,до 150000 RUR,От 1 года до 3 лет,Нет,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
QA Auto Engineer/Специалист по автотестированию (Java),https://hh.ru/vacancy/118117731,Selecty,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotlin backend developer,https://hh.ru/vacancy/117392228,МЭК Энергоэффективные технологии,не указана,От 1 года до 3 лет,Да,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
"Product Analyst, В2В",https://hh.ru/vacancy/118755924,Aviasales.ru,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Senior С++ developer,https://hh.ru/vacancy/117904984,MANGO OFFICE,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Бизнес-аналитик (Senior),https://hh.ru/vacancy/118455249,НАЛИТЕК,от 230000 RUR,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Бэкенд-разработчик в Yandex Cloud,https://hh.ru/vacancy/118625117,Яндекс,не указана,Более 6 лет,Нет,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Руководитель группы разработки (IT tech lead),https://hh.ru/vacancy/115712477,НИИАС,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Senior Java разработчик,https://hh.ru/vacancy/118073414,Северсталь,не указана,От 3 до 6 лет,Да,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
